Query,Type Attack,query_length,word_count,special_char_count,digit_count,contains_select,contains_union,contains_insert,contains_update,contains_delete,contains_where,contains_and,contains_or,keyword_ratio,contains_double_dash,contains_comment,contains_semicolon,contains_single_quote,contains_double_quote,contains_equals,contains_sleep,max_word_length,min_word_length,uppercase_count,special_char_ratio,Query_Entropy,Query_Digit_Ratio
SELECT * FROM forgotten WHERE write = 'pain' FETCH FIRST 3 ROWS ONLY,Normal,68,13,4,1,1,0,0,0,0,1,0,1,0.230769231,0,0,0,1,0,1,0,9,1,33,0.058823529,4.522703606,0.014705882
SELECT * FROM camp ORDER BY ants,Normal,32,7,1,0,1,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0,0,6,1,17,0.03125,4.093139062,0
"   SELECT pig, obtain, rising FROM according WHERE excited  IS NULL",Normal,67,10,0,0,1,0,0,0,0,1,0,1,0.3,0,0,0,0,0,0,0,9,2,21,0,4.444670663,0
SELECT * FROM smallest FETCH FIRST 50 PERCENT ROWS ONLY,Normal,55,10,1,2,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,8,1,35,0.018181818,4.269386705,0.036363636
3407,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,1
DELETE /notifications?user_id=9640,Normal,34,2,2,4,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,27,6,6,0.058823529,4.477024974,0.117647059
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type = 'acf-field' AND ( ( wp_posts.post_status = 'publish' ) ) AND wp_posts.post_name   = 'field_5f6c886d67719' ORDER BY wp_posts.menu_order ASC, w",Normal,211,29,11,12,1,0,0,0,0,1,1,1,0.137931034,0,0,0,1,0,1,0,21,1,36,0.052132701,4.939919173,0.056872038
SELECT * FROM met ORDER BY but,Normal,30,7,1,0,1,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0,0,6,1,17,0.033333333,3.939572262,0
SELECT * FROM line WHERE map = 'connected' FETCH FIRST 3 ROWS ONLY,Normal,66,13,4,1,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,1,0,11,1,33,0.060606061,4.481386309,0.015151515
valdemaluque,Normal,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,2.918295834,0
SELECT * FROM society WHERE adult NOT LIKE 'voyage%',Normal,52,9,3,0,1,0,0,0,0,1,0,0,0.222222222,0,0,0,1,0,0,0,9,1,22,0.057692308,4.631023555,0
SELECT itself ( s )  FROM grandfather FULL OUTER JOIN,Normal,53,10,0,0,1,0,0,0,0,0,1,0,0.2,0,0,0,0,0,0,0,11,1,23,0,4.454638503,0
SELECT TOP 50 PERCENT * FROM dirt,Normal,33,7,1,2,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,7,1,20,0.03030303,3.945464952,0.060606061
"SELECT * FROM train WHERE with BETWEEN ""dull"" AND    ""period""",Normal,61,10,5,0,1,0,0,0,0,1,1,0,0.3,0,0,0,0,1,0,0,8,1,25,0.081967213,4.431951732,0
pladeval berganciano,Normal,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,3.621928095,0
"INSERT INTO brass ( continued, stock, to ) VALUES ( 'compass', 'exciting', 'partly' )",Normal,85,14,6,0,0,0,1,0,0,0,0,0,0.071428571,0,0,0,1,0,0,0,11,1,16,0.070588235,4.702338762,0
SELECT COUNT ( my ) FROM wheel,Normal,30,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,15,0,4.056564762,0
poma gozalbo,Normal,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3.022055209,0
SELECT * FROM volume WHERE child IN ( SELECT ought FROM third ),Normal,63,13,1,0,1,0,0,0,0,1,0,0,0.153846154,0,0,0,0,0,0,0,6,1,27,0.015873016,4.484595796,0
SELECT * FROM general WHERE easy  BETWEEN 10 AND 20,Normal,51,10,1,4,1,0,0,0,0,1,1,0,0.3,0,0,0,0,0,0,0,7,1,25,0.019607843,4.307216461,0.078431373
SELECT * FROM sitting FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM wing,Normal,79,16,2,3,1,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,7,1,48,0.025316456,4.221582339,0.037974684
SELECT vast ( s )  FROM queen UNION,Normal,35,8,0,0,1,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,6,1,15,0,4.157854446,0
gusta mont,Normal,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3.121928095,0
SELECT TOP 3 * FROM pet,Normal,23,6,1,1,1,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,6,1,13,0.043478261,3.757925414,0.043478261
SELECT orange ( s )  FROM wing UNION ALL,Normal,40,9,0,0,1,1,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,6,1,18,0,4.239822782,0
SELECT AVG ( aid ) FROM corner,Normal,30,7,0,0,1,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0,0,6,1,13,0,4.256564762,0
8449,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1.5,1
SELECT TOP 3 * FROM afternoon SELECT * FROM bark 3SELECT * FROM light,Normal,69,14,3,2,1,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,9,1,33,0.043478261,4.298383821,0.028985507
SELECT troops ( s )  FROM nation SELECT blue FROM wise,Normal,54,11,0,0,1,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,6,1,20,0,4.281488932,0
nanjar viejo,Normal,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3.084962501,0
"INSERT INTO fill ( flow, mighty, apple, combination, dance, allow )  VALUES  ( 'pile', 'birds'. detail', 'long', 'image', 'particles', 'have' )  ",Normal,145,21,13,0,0,0,1,0,0,0,0,0,0.047619048,0,0,0,1,0,0,0,12,1,16,0.089655172,4.577196137,0
SELECT TOP 50 PERCENT * FROM strip SELECT * FROM fifteen FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM early,Normal,114,22,3,5,1,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,10,1,68,0.026315789,4.342773228,0.043859649
r3i8a83nt1,Normal,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2.921928095,0.5
"INSERT INTO escape ( pattern, partly, speech ) VALUES ( 'tent', 'available', 'yourself' )",Normal,89,14,6,0,0,0,1,0,0,0,0,0,0.071428571,0,0,0,1,0,0,0,12,1,16,0.06741573,4.585343748,0
SELECT * FROM garage WHERE Price NOT BETWEEN 10 AND 20,Normal,54,11,1,4,1,0,0,0,0,1,1,0,0.272727273,0,0,0,0,0,0,0,7,1,29,0.018518519,4.303396013,0.074074074
SELECT TOP 3 * FROM near WHERE number = 'correctly',Normal,51,10,4,1,1,0,0,0,0,1,0,1,0.3,0,0,0,1,0,1,0,11,1,18,0.078431373,4.470774116,0.019607843
SELECT * FROM whatever WHERE health NOT BETWEEN 'into' AND 'managed',Normal,68,11,5,0,1,0,0,0,0,1,1,0,0.272727273,0,0,0,1,0,0,0,9,1,28,0.073529412,4.559664085,0
SELECT * FROM wp_houzez_crm_viewed_listings WHERE listing_id  =  181 AND user_id  =  0,Normal,86,12,3,4,1,0,0,0,0,1,1,0,0.25,0,0,0,0,0,1,0,29,1,18,0.034883721,4.745805384,0.046511628
SELECT AVG ( student )  FROM cabin  SELECT SUM ( led ) ,Normal,55,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,7,1,22,0,4.216671415,0
"  SELECT simple,metal,save FROM card LEFT JOIN Orders ON radio.suddenID =  sold.beside ORDER BY class.upper",Normal,107,14,1,0,1,0,0,0,0,0,0,1,0.142857143,0,0,0,0,0,1,0,17,1,30,0.009345794,4.652682352,0
" SELECT safetyID AS ID, row AS me FROM action",Normal,45,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,8,2,18,0,4.396648374,0
SELECT TOP 50 PERCENT * FROM wait SELECT * FROM eight FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM present,Normal,113,22,3,5,1,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,10,1,68,0.026548673,4.31904444,0.044247788
SELECT COUNT ( dependID ) FROM relationship,Normal,43,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,12,1,17,0,4.58290051,0
SELECT shelf ( s )  FROM kill,Normal,29,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,10,0,3.878450928,0
SELECT * FROM social WHERE globe = 'give' FETCH FIRST 3 ROWS ONLY,Normal,65,13,4,1,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,1,0,6,1,33,0.061538462,4.458541036,0.015384615
SELECT MIN ( fed )  AS hidden FROM receive,Normal,42,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,7,1,15,0,4.132939971,0
SELECT * FROM dirty WHERE those NOT BETWEEN 'sound' AND 'grown',Normal,63,11,5,0,1,0,0,0,0,1,1,0,0.272727273,0,0,0,1,0,0,0,7,1,28,0.079365079,4.53068583,0
SELECT * FROM better WHERE cheese BETWEEN vertical09/01/1996hurried AND organized15/31/1996truck,Normal,96,10,5,16,1,0,0,0,0,1,1,1,0.4,0,0,0,0,0,0,0,25,1,25,0.052083333,4.955591246,0.166666667
SELECT drive ( s ) FROM bit UNION,Normal,33,8,0,0,1,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,6,1,15,0,4.206470348,0
SELECT * FROM diagram FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM recently,Normal,83,16,2,3,1,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,8,1,48,0.024096386,4.450475734,0.036144578
"  SELECT PERIOD_ADD ( 201703, -2 ) ;",Normal,36,7,2,7,1,0,0,0,0,0,0,0,0.142857143,0,0,1,0,0,0,0,10,1,15,0.055555556,4.127986807,0.194444444
SELECT AVG ( letter ) FROM dull SELECT SUM ( service ),Normal,54,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,7,1,22,0,4.281488932,0
" UPDATE steady SET palace = 'exercise', City = 'trick' WHERE cast = probably",Normal,76,13,7,0,0,0,0,1,0,1,0,0,0.153846154,0,0,0,1,0,1,0,11,1,15,0.092105263,4.470303371,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 367676 )  ORDER BY meta_id ASC",Normal,104,16,0,6,1,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,11,1,27,0,4.766289514,0.057692308
SELECT DISTINCT instrument FROM this,Normal,36,5,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,10,4,18,0,4.294653474,0
lemunao porxas,Normal,14,2,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,7,6,0,0,3.521640636,0
DELETE FROM desk,Normal,16,3,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,6,4,10,0,3.577819531,0
SELECT * FROM  ( SELECT pour FROM word ) ,Normal,41,9,1,0,1,0,0,0,0,0,0,1,0.222222222,0,0,0,0,0,0,0,6,1,20,0.024390244,3.864398811,0
c6he5era,Normal,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.75,0.25
SELECT * FROM move WHERE Price NOT BETWEEN 10 AND 20,Normal,52,11,1,4,1,0,0,0,0,1,1,0,0.272727273,0,0,0,0,0,0,0,7,1,29,0.019230769,4.308506249,0.076923077
SELECT * FROM CustomersFETCH FIRST 50 PERCENT ROWS ONLY,Normal,55,9,1,2,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,14,1,36,0.018181818,4.329099659,0.036363636
SELECT * FROM dry WHERE attempt = function,Normal,42,8,2,0,1,0,0,0,0,1,0,0,0.25,0,0,0,0,0,1,0,8,1,15,0.047619048,4.44823446,0
SELECT * FROM differ WHERE blanket = 'bet',Normal,42,8,4,0,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,7,1,15,0.095238095,4.3826419,0
siefert,Normal,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,2.521640636,0
 UPDATE becoming SET space = 'present'WHERE orange = 'depend',Normal,61,9,6,0,0,0,0,1,0,1,0,1,0.333333333,0,0,0,1,0,1,0,14,1,14,0.098360656,4.374414436,0
4.95E+15,Normal,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,2.75,0.625
"  SELECT Orders.towerrID, Employees.them, Employees.its FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.exactlyID ORDER BY Orders.valleyID",Normal,157,15,1,0,1,0,0,0,0,0,0,1,0.133333333,0,0,0,0,0,1,0,19,1,45,0.006369427,4.614520294,0
SELECT * FROM birthday 3 SELECT * FROM impossible,Normal,49,9,2,1,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,10,1,20,0.040816327,4.415630507,0.020408163
SELECT TOP 50 PERCENT * FROM supper,Normal,35,7,1,2,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,7,1,20,0.028571429,4.036006945,0.057142857
3nmo08v16a,Normal,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,3.321928095,0.5
SELECT * FROM sit WHERE NOT chose = 'newspaper',Normal,47,9,4,0,1,0,0,0,0,1,0,0,0.222222222,0,0,0,1,0,1,0,11,1,18,0.085106383,4.458636192,0
guhl.monks@goscan.za,Normal,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,3.721928095,0
SELECT * FROM cause WHERE not = single,Normal,38,8,2,0,1,0,0,0,0,1,0,0,0.25,0,0,0,0,0,1,0,6,1,15,0.052631579,4.309730554,0
SELECT TOP 3 * FROM ought WHERE attached = 'season',Normal,51,10,4,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,8,1,18,0.078431373,4.4559724,0.019607843
SELECT * FROM dear WHERE corner = 'street',Normal,42,8,4,0,1,0,0,0,0,1,0,1,0.375,0,0,0,1,0,1,0,8,1,15,0.095238095,4.210139221,0
termmetro,Normal,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.281036113,0
SELECT MIN ( produce ) AS boy FROM donkey,Normal,41,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,7,1,15,0,4.363530358,0
SELECT airplane ( s )  FROM jump UNION,Normal,38,8,0,0,1,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,8,1,15,0,4.353190671,0
SELECT get ( s )  FROM smoke UNION,Normal,34,8,0,0,1,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,6,1,15,0,4.087462841,0
SELECT AVG ( half ) FROM balance SELECT SUM ( break ) ,Normal,54,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,7,1,22,0,4.240546067,0
SELECT * FROM gravity WHERE car = 'doctor',Normal,42,8,4,0,1,0,0,0,0,1,0,1,0.375,0,0,0,1,0,1,0,8,1,15,0.095238095,4.335022852,0
SELECT AVG ( they ) FROM bone,Normal,29,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,13,0,4.185230133,0
SELECT COUNT ( anyone ) FROM mistake,Normal,36,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,7,1,15,0,4.350209029,0
SELECT TOP 3 * FROM made WHERE scientist = 'daughter' SELECT * FROM list,Normal,72,14,5,1,1,0,0,0,0,1,0,0,0.142857143,0,0,0,1,0,1,0,10,1,28,0.069444444,4.529024774,0.013888889
"   SELECT stranger, adult+ ', ' + few+ ' ' + yet+ ', ' + chair AS friendly  FROM properly",Normal,89,19,6,0,1,0,0,0,0,0,0,0,0.052631579,0,0,0,1,0,0,0,9,1,12,0.06741573,4.295723334,0
5.05E+15,Normal,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,2.405639062,0.625
filpica,Normal,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,2.521640636,0
SELECT AVG ( except ) FROM slight SELECT SUM ( fog ) ,Normal,53,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,6,1,22,0,4.335949935,0
"   SELECT COUNT ( piece ) , but FROM add BY main",Normal,48,11,0,0,1,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,6,1,17,0,4.249426744,0
SELECT * FROM underline FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pain,Normal,80,15,2,3,1,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,10,1,48,0.025,4.357012041,0.0375
"plza. santa marina, s/n, 12?h",Normal,29,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0.034482759,3.879893824,0.068965517
SELECT written ( s ) FROM himself FULL OUTER JOIN,Normal,49,10,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,1,23,0,4.414832548,0
SELECT * FROM floating WHERE magic NOT BETWEEN 'worse' AND 'conversation',Normal,73,11,5,0,1,0,0,0,0,1,1,1,0.363636364,0,0,0,1,0,0,0,14,1,28,0.068493151,4.674136848,0
ve4t4nal,Normal,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.75,0.25
" SELECT Orders.circlerID, Employees.diameter, Employees.automobile FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.shoulderID ORDER BY Orders.shallID",Normal,166,15,1,0,1,0,0,0,0,0,0,1,0.133333333,0,0,0,0,0,1,0,20,1,45,0.006024096,4.644367145,0
" SELECT dress, title+ ', ' + dish+ ' ' + seed+ ', ' + dog AS pipe FROM frighten",Normal,79,19,6,0,1,0,0,0,0,0,0,0,0.052631579,0,0,0,1,0,0,0,8,1,12,0.075949367,4.117075397,0
ravinder,Normal,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.75,0
SELECT AVG ( Price ) FROM man,Normal,29,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,14,0,4.25419565,0
SELECT * FROM church FETCH FIRST 50 PERCENT ROWS ONLY,Normal,53,10,1,2,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,1,35,0.018867925,4.15889186,0.037735849
SELECT TOP 3 * FROM citizen SELECT * FROM saw 3SELECT * FROM jungle,Normal,67,14,3,2,1,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,7,1,33,0.044776119,4.261615999,0.029850746
enjoyelada,Normal,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2.921928095,0
marketa,Normal,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,2.521640636,0
" SELECT Orders.streamrID, Employees.run, Employees.wear FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.catID ORDER BY Orders.unusualID",Normal,152,15,1,0,1,0,0,0,0,0,0,1,0.133333333,0,0,0,0,0,1,0,17,1,45,0.006578947,4.63398112,0
SELECT * FROM depth WHERE mountain = 'women' FETCH FIRST 3 ROWS ONLY,Normal,68,13,4,1,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,1,0,8,1,33,0.058823529,4.552115371,0.014705882
panov@ballerpoker.sh,Normal,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,3.721928095,0
" SELECT mistake,fish,close FROM plates LEFT JOIN Orders ON meet.forgottenID = worried.attention ORDER BY angle.rocket",Normal,117,14,1,0,1,0,0,0,0,0,0,1,0.142857143,0,0,0,0,0,1,0,18,1,30,0.008547009,4.764471256,0
39100,Normal,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1.921928095,1
SELECT manufacturing ( s ) FROM nearest LEFT JOIN,Normal,49,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,13,1,18,0,4.466451426,0
SELECT TOP 3 * FROM forty SELECT * FROM movie 3SELECT * FROM like,Normal,65,14,3,2,1,0,0,0,0,0,0,1,0.142857143,0,0,0,0,0,0,0,7,1,33,0.046153846,4.162372369,0.030769231
"  SELECT LAST_DAY ( ""2017-06-20"" ) ;",Normal,36,6,5,8,1,0,0,0,0,0,0,0,0.166666667,0,0,1,0,1,0,0,12,1,13,0.138888889,4.04752578,0.222222222
" SELECT COUNT ( CustomerID ) , Country FROM Customers GROUP BY Country;",Normal,71,12,1,0,1,0,0,0,0,0,0,0,0.083333333,0,0,1,0,0,0,0,10,1,28,0.014084507,4.515393598,0
SELECT * FROM property WHERE unknown = 'outer' FETCH FIRST 3 ROWS ONLY,Normal,70,13,4,1,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,1,0,8,1,33,0.057142857,4.501948688,0.014285714
SELECT TOP 3 * FROM individual,Normal,30,6,1,1,1,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,10,1,13,0.033333333,4.094739663,0.033333333
SELECT AVG ( egg ) FROM start SELECT SUM ( shop ) ,Normal,50,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,6,1,22,0,4.16836744,0
deighton_pfaudler@ajuntamentdebarcelona20.vn,Normal,44,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,4.269915791,0.045454545
" UPDATE bag SET bottom = 'pie', City = 'yet' WHERE mixture = heading",Normal,68,13,7,0,0,0,0,1,0,1,0,0,0.153846154,0,0,0,1,0,1,0,7,1,15,0.102941176,4.462900425,0
SELECT hair ( s )  FROM attempt LEFT JOIN,Normal,41,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,7,1,18,0,4.185866638,0
SELECT * FROM tomorrow WHERE Price NOT BETWEEN 10 AND 20,Normal,56,11,1,4,1,0,0,0,0,1,1,1,0.363636364,0,0,0,0,0,0,0,8,1,29,0.017857143,4.380742147,0.071428571
"  SELECT * FROM settlers WHERE glass NOT IN  ( 'firm', 'expression', 'volume' )  ",Normal,81,13,7,0,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,0,0,13,1,20,0.086419753,4.517308845,0
SELECT CURDATE (  )  + 1,Normal,24,6,0,1,1,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,7,1,13,0,3.401363669,0.041666667
SELECT COUNT ( DISTINCT century )  FROM mouth,Normal,45,8,0,0,1,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,8,1,23,0,4.363966707,0
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_content' LIMIT 1,Normal,91,10,3,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,25,1,20,0.032967033,4.501971783,0.010989011
"(Spoilers warning) I cannot say enough good things about this movie. It is a great horror comedy/spoof that does everything right for a change. The humor is great and ranges from funny to so-funny-you'll-cry funny. In one scene, Ed goes edit-crazy and deletes a big scene. When his boss is looking at Ed's edit, he yells out: ""Where in the fu%# is my beaver-rape scene?!?!"" Hysterical. There are also many other great, humorous & memorable quotes and moments throughout: Ed",Normal,473,80,10,0,0,0,0,0,1,1,1,1,0.05,0,0,0,1,1,0,0,19,1,12,0.021141649,4.477312541,0
9224,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1.5,1
"SELECT * FROM salmon WHERE first BETWEEN ""wool"" AND ""well""",Normal,58,10,5,0,1,0,0,0,0,1,1,0,0.3,0,0,0,0,1,0,0,7,1,25,0.086206897,4.462537944,0
SELECT COUNT ( engineerID ) FROM sight,Normal,38,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,10,1,17,0,4.346225869,0
SELECT * FROM breakfast,Normal,23,4,1,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,9,1,10,0.043478261,4.142914673,0
SELECT * FROM tears WHERE which BETWEEN stiff09/01/1996report AND pride15/31/1996bare,Normal,85,10,5,16,1,0,0,0,0,1,1,1,0.4,0,0,0,0,0,0,0,21,1,25,0.058823529,4.873867337,0.188235294
SELECT * FROM cool WHERE ready = 'eye'  OR regular = 'alive',Normal,60,12,7,0,1,0,0,0,0,1,0,1,0.25,0,0,0,1,0,1,0,7,1,17,0.116666667,4.279411587,0
SELECT * FROM Customers WHERE City LIKE 'L_n_on';,Normal,49,8,4,0,1,0,0,0,0,1,0,0,0.25,0,0,1,1,0,0,0,9,1,22,0.081632653,4.496936376,0
SELECT AVG ( load ) FROM mountain SELECT SUM ( write ) ,Normal,55,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,8,1,22,0,4.367279032,0
03291016s,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.725480557,0.888888889
SELECT so ( s )  FROM love FULL OUTER JOIN,Normal,42,10,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6,1,23,0,3.976033055,0
"INSERT INTO list  ( aid, pot, interior )  VALUES  ( 'blood', 'surface', 'surrounded' )  ",Normal,88,14,6,0,0,0,1,0,0,0,0,1,0.142857143,0,0,0,1,0,0,0,12,1,16,0.068181818,4.450258255,0
2ariosamente,Normal,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,3.251629167,0.083333333
SELECT * FROM angry WHERE foreign IN ( SELECT smallest FROM separate ),Normal,70,13,1,0,1,0,0,0,0,1,0,1,0.230769231,0,0,0,0,0,0,0,8,1,27,0.014285714,4.546511767,0
SELECT * FROM supply WHERE nobody = 'discover' AND ( they = 'faster' OR us = 'practical' ),Normal,90,18,10,0,1,0,0,0,0,1,1,1,0.222222222,0,0,0,1,0,1,0,11,1,20,0.111111111,4.730236226,0
SELECT COUNT ( DISTINCT play )  FROM ate,Normal,40,8,0,0,1,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,8,1,23,0,4.103055907,0
SELECT * FROM  ( SELECT either FROM include ) ,Normal,46,9,1,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,7,1,20,0.02173913,4.132819164,0
DELETE FROM busy,Normal,16,3,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,6,4,10,0,3.577819531,0
SELECT * FROM purple 3 SELECT * FROM likely,Normal,43,9,2,1,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,6,1,20,0.046511628,4.059872022,0.023255814
SELECT COUNT ( comfortableID ) FROM tree,Normal,40,7,0,0,1,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0,0,13,1,17,0,4.465311532,0
DELETE FROM win,Normal,15,3,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,6,3,10,0,3.456564762,0
hedda,Normal,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1.921928095,0
